representation_id,Bc,Bf,threads,groups,block,kernel,ms
REP_0027,26,6,1,4194304,8,ID_FULL,120.0964
REP_0027,26,6,1,4194304,8,MAP_LUT8,126.3536
REP_0027,26,6,1,4194304,9,ID_FULL,119.648
REP_0027,26,6,1,4194304,9,MAP_LUT8,123.22775
REP_0027,26,6,1,4194304,10,ID_FULL,119.44364999999999
REP_0027,26,6,1,4194304,10,MAP_LUT8,123.98575
REP_0027,26,6,1,4194304,11,ID_FULL,121.4131
REP_0027,26,6,1,4194304,11,MAP_LUT8,126.66810000000001
REP_0027,26,6,1,4194304,12,ID_FULL,120.98994999999999
REP_0027,26,6,1,4194304,12,MAP_LUT8,126.10565
REP_0027,26,6,1,4194304,13,ID_FULL,118.71514999999999
REP_0027,26,6,1,4194304,13,MAP_LUT8,124.8372
REP_0027,26,6,1,4194304,14,ID_FULL,119.90944999999999
REP_0027,26,6,1,4194304,14,MAP_LUT8,124.58670000000001
REP_0027,26,6,1,4194304,15,ID_FULL,120.33205
REP_0027,26,6,1,4194304,15,MAP_LUT8,125.26949999999999
REP_0027,26,6,4,4194304,1,ID_FULL,30.031500000000001
REP_0027,26,6,4,4194304,1,MAP_LUT8,31.699199999999998
REP_0027,26,6,4,4194304,2,ID_FULL,30.577950000000001
REP_0027,26,6,4,4194304,2,MAP_LUT8,33.093899999999998
REP_0027,26,6,4,4194304,3,ID_FULL,30.30095
REP_0027,26,6,4,4194304,3,MAP_LUT8,32.550350000000002
